#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ELN	SPARC	9606.ENSP00000351807	9606.ENSP00000231061	0	0	0	0	0.121	0	0	0.506	0.547
ELN	PXDN	9606.ENSP00000351807	9606.ENSP00000252804	0	0	0	0	0.044	0	0	0.521	0.522
ELN	TIMP2	9606.ENSP00000351807	9606.ENSP00000262768	0	0	0	0	0.060	0	0	0.601	0.609
ELN	VCAN	9606.ENSP00000351807	9606.ENSP00000265077	0	0	0	0	0.056	0.094	0	0.864	0.874
ELN	GUSB	9606.ENSP00000351807	9606.ENSP00000302728	0	0	0	0	0	0	0	0.486	0.485
ELN	ITGB2	9606.ENSP00000351807	9606.ENSP00000380948	0	0	0	0	0.047	0	0	0.401	0.404
ELN	PTPRC	9606.ENSP00000351807	9606.ENSP00000411355	0	0	0	0	0.062	0	0	0.433	0.445
ELN	TGFA	9606.ENSP00000351807	9606.ENSP00000404131	0	0	0	0	0	0	0	0.499	0.499
ELN	ITGAM	9606.ENSP00000351807	9606.ENSP00000496959	0	0	0	0	0.056	0	0	0.506	0.514
ELN	LTBP1	9606.ENSP00000351807	9606.ENSP00000386043	0	0	0	0	0.074	0.094	0	0.498	0.542
ELN	SPP1	9606.ENSP00000351807	9606.ENSP00000378517	0	0	0	0	0	0	0	0.610	0.610
ELN	GTF2IRD2B	9606.ENSP00000351807	9606.ENSP00000480524	0	0	0	0	0.055	0	0	0.632	0.637
ELN	GTF2IRD2	9606.ENSP00000351807	9606.ENSP00000406723	0	0	0	0	0.049	0	0	0.641	0.643
ELN	TGFBR1	9606.ENSP00000351807	9606.ENSP00000447297	0	0	0	0	0.067	0	0	0.658	0.667
ELN	EMILIN1	9606.ENSP00000351807	9606.ENSP00000369677	0	0	0	0	0.122	0	0	0.865	0.876
ELOVL1	SPTLC2	9606.ENSP00000477602	9606.ENSP00000216484	0	0	0	0	0.057	0.091	0	0.359	0.403
ELOVL1	FA2H	9606.ENSP00000477602	9606.ENSP00000219368	0	0	0	0	0.101	0	0	0.377	0.416
ELOVL1	FADS2	9606.ENSP00000477602	9606.ENSP00000278840	0	0	0	0	0.042	0	0.114	0.610	0.640
ELOVL1	SCD5	9606.ENSP00000477602	9606.ENSP00000316329	0	0	0	0	0.061	0.068	0	0.547	0.569
ELOVL1	SREBF1	9606.ENSP00000477602	9606.ENSP00000348069	0	0	0	0	0	0	0	0.496	0.496
ELOVL1	SCD	9606.ENSP00000477602	9606.ENSP00000359380	0	0	0	0	0.061	0.068	0	0.636	0.653
ELOVL1	MAG	9606.ENSP00000477602	9606.ENSP00000376048	0	0	0	0	0.042	0	0	0.401	0.402
EMILIN1	ITGB4	9606.ENSP00000369677	9606.ENSP00000200181	0	0	0	0	0.057	0.045	0.540	0.076	0.566
EMILIN1	TNC	9606.ENSP00000369677	9606.ENSP00000265131	0	0	0	0	0.110	0	0.360	0.045	0.408
EMILIN1	ITGB5	9606.ENSP00000369677	9606.ENSP00000296181	0	0	0	0	0.128	0.045	0.540	0.061	0.592
EMILIN1	ITGAX	9606.ENSP00000369677	9606.ENSP00000454623	0	0	0	0	0.047	0	0.540	0.052	0.548
EMILIN1	ITGAM	9606.ENSP00000369677	9606.ENSP00000496959	0	0	0	0	0.044	0	0.540	0.066	0.553
EMILIN1	ITGB2	9606.ENSP00000369677	9606.ENSP00000380948	0	0	0	0	0.082	0.045	0.540	0.061	0.570
ENOSF1	ENPP2	9606.ENSP00000497230	9606.ENSP00000259486	0	0	0	0	0.050	0	0	0.413	0.419
ENPP2	PLPP2	9606.ENSP00000259486	9606.ENSP00000329697	0.042	0	0	0	0	0	0	0.405	0.405
ENPP2	P2RY12	9606.ENSP00000259486	9606.ENSP00000307259	0	0	0	0	0.083	0	0	0.502	0.523
ENPP2	LPAR5	9606.ENSP00000259486	9606.ENSP00000393098	0	0	0	0	0	0	0	0.719	0.719
ENTPD1	TGFB1	9606.ENSP00000360250	9606.ENSP00000221930	0	0	0	0	0.052	0	0	0.507	0.512
ENTPD1	PDE9A	9606.ENSP00000360250	9606.ENSP00000291539	0	0	0	0	0	0	0.650	0	0.650
ENTPD1	P2RY12	9606.ENSP00000360250	9606.ENSP00000307259	0	0	0	0	0.083	0	0	0.661	0.676
ENTPD1	HAVCR2	9606.ENSP00000360250	9606.ENSP00000312002	0	0	0	0	0.110	0	0	0.713	0.733
ENTPD1	P2RY13	9606.ENSP00000360250	9606.ENSP00000320376	0	0	0	0	0.202	0	0	0.542	0.618
ENTPD1	ICOSLG	9606.ENSP00000360250	9606.ENSP00000339477	0	0	0	0	0.055	0	0	0.392	0.400
ENTPD1	ENTPD2	9606.ENSP00000360250	9606.ENSP00000347213	0	0	0.077	0.893	0	0	0.900	0.444	0.944
ENTPD1	FCGR3A	9606.ENSP00000360250	9606.ENSP00000356946	0	0	0	0	0.174	0	0	0.519	0.586
ENTPD1	FCGR1A	9606.ENSP00000360250	9606.ENSP00000358165	0	0	0	0	0.134	0	0	0.426	0.481
ENTPD1	LOC102723996	9606.ENSP00000360250	9606.ENSP00000485129	0	0	0	0	0.055	0	0	0.405	0.413
ENTPD1	SYK	9606.ENSP00000360250	9606.ENSP00000364898	0	0	0	0	0.155	0	0	0.359	0.436
ENTPD1	ITGAX	9606.ENSP00000360250	9606.ENSP00000454623	0	0	0	0	0.172	0	0	0.479	0.550
ENTPD1	ITGAM	9606.ENSP00000360250	9606.ENSP00000496959	0	0	0	0	0.199	0	0	0.544	0.619
ENTPD1	PTPRC	9606.ENSP00000360250	9606.ENSP00000411355	0	0	0	0	0.193	0	0	0.579	0.646
ENTPD1	PDE6B	9606.ENSP00000360250	9606.ENSP00000420295	0	0	0	0	0	0	0.650	0.069	0.660
ENTPD1	PDE1C	9606.ENSP00000360250	9606.ENSP00000379496	0	0	0	0	0	0	0.650	0.115	0.677
ENTPD2	G6PC3	9606.ENSP00000347213	9606.ENSP00000269097	0	0	0	0	0.055	0	0	0.522	0.528
ENTPD2	P2RY12	9606.ENSP00000347213	9606.ENSP00000307259	0	0	0	0	0.062	0	0	0.396	0.409
ENTPD2	P2RY13	9606.ENSP00000347213	9606.ENSP00000320376	0	0	0	0	0	0	0	0.452	0.452
ENTPD2	LAMP1	9606.ENSP00000347213	9606.ENSP00000333298	0	0	0	0	0	0	0	0.508	0.508
ENTPD2	SGCD	9606.ENSP00000347213	9606.ENSP00000338343	0	0	0	0	0	0	0	0.444	0.444
ERBB3	PXDN	9606.ENSP00000267101	9606.ENSP00000252804	0	0	0	0	0	0	0	0.484	0.484
ERBB3	PDGFRA	9606.ENSP00000267101	9606.ENSP00000257290	0	0	0	0.563	0.065	0.270	0	0.272	0.460
ERBB3	TIMP2	9606.ENSP00000267101	9606.ENSP00000262768	0	0	0	0	0	0	0	0.422	0.422
ERBB3	GAB1	9606.ENSP00000267101	9606.ENSP00000262995	0	0	0	0	0.049	0.071	0.900	0.327	0.932
ERBB3	GSN	9606.ENSP00000267101	9606.ENSP00000362924	0	0	0	0	0.044	0	0	0.407	0.409
ERBB3	SCIN	9606.ENSP00000267101	9606.ENSP00000297029	0	0	0	0	0.070	0	0	0.415	0.433
ERBB3	SOX10	9606.ENSP00000267101	9606.ENSP00000380093	0	0	0	0	0.086	0.053	0	0.512	0.540
ERBB3	PTPN6	9606.ENSP00000267101	9606.ENSP00000391592	0	0	0	0	0	0.388	0	0.413	0.626
ERBB3	FGFR2	9606.ENSP00000267101	9606.ENSP00000410294	0	0	0	0.598	0.146	0.101	0	0.556	0.630
ERBB3	SYK	9606.ENSP00000267101	9606.ENSP00000364898	0	0	0	0.645	0	0.372	0	0.481	0.660
ERBB3	PDGFB	9606.ENSP00000267101	9606.ENSP00000330382	0	0	0	0	0.043	0	0.650	0.246	0.725
ERBB3	PDGFA	9606.ENSP00000267101	9606.ENSP00000346508	0	0	0	0	0.049	0	0.650	0.245	0.726
ERBB3	SHC4	9606.ENSP00000267101	9606.ENSP00000329668	0	0	0	0	0	0.369	0.900	0.191	0.944
ERBB3	TGFA	9606.ENSP00000267101	9606.ENSP00000404131	0	0	0	0	0	0	0.900	0.982	0.998
ERMAP	HLA-DRB1	9606.ENSP00000361595	9606.ENSP00000353099	0	0	0	0	0.067	0	0	0.393	0.410
ERMARD	RTTN	9606.ENSP00000355735	9606.ENSP00000491507	0	0	0	0	0.061	0	0	0.405	0.417
EVI2A	TMIGD3	9606.ENSP00000247270	9606.ENSP00000358730	0	0	0	0	0.109	0	0	0.396	0.438
EVI2A	LAPTM5	9606.ENSP00000247270	9606.ENSP00000294507	0	0	0	0	0.338	0	0	0.188	0.439
FA2H	SPTLC2	9606.ENSP00000219368	9606.ENSP00000216484	0	0	0	0	0.071	0.071	0	0.483	0.515
FA2H	PLLP	9606.ENSP00000219368	9606.ENSP00000219207	0	0	0	0	0.176	0	0	0.420	0.502
FA2H	SOX10	9606.ENSP00000219368	9606.ENSP00000380093	0	0	0	0	0.146	0	0	0.339	0.412
FA2H	SCD5	9606.ENSP00000219368	9606.ENSP00000316329	0	0	0	0	0.125	0	0	0.381	0.435
FA2H	KLK6	9606.ENSP00000219368	9606.ENSP00000366047	0	0	0	0	0.181	0.074	0	0.335	0.452
FA2H	MOG	9606.ENSP00000219368	9606.ENSP00000366091	0	0	0	0	0.152	0.046	0	0.377	0.452
FA2H	GJB1	9606.ENSP00000219368	9606.ENSP00000354900	0	0	0	0	0.144	0	0	0.455	0.513
FA2H	HAPLN2	9606.ENSP00000219368	9606.ENSP00000255039	0	0	0	0	0.229	0	0	0.406	0.522
FA2H	SCD	9606.ENSP00000219368	9606.ENSP00000359380	0	0	0	0	0.144	0	0	0.484	0.540
FA2H	GJC2	9606.ENSP00000219368	9606.ENSP00000355675	0	0	0	0	0.085	0	0	0.545	0.565
FA2H	PLP1	9606.ENSP00000219368	9606.ENSP00000481006	0	0	0	0	0.161	0	0	0.512	0.574
FA2H	MYRF	9606.ENSP00000219368	9606.ENSP00000278836	0	0	0	0	0.139	0	0	0.551	0.597
FA2H	UGT8	9606.ENSP00000219368	9606.ENSP00000311648	0	0	0	0	0.272	0	0	0.596	0.694
FA2H	FAXDC2	9606.ENSP00000219368	9606.ENSP00000320604	0	0	0	0	0.540	0.166	0	0.517	0.799
FAAH	GUSB	9606.ENSP00000243167	9606.ENSP00000302728	0	0	0	0	0.245	0	0.216	0.217	0.496
FAAH	MAOB	9606.ENSP00000243167	9606.ENSP00000367309	0.045	0	0	0	0.097	0	0.332	0.402	0.609
FAAH	FABP7	9606.ENSP00000243167	9606.ENSP00000348931	0	0	0	0	0	0	0	0.839	0.839
FABP7	LIPE	9606.ENSP00000348931	9606.ENSP00000244289	0	0	0	0	0.068	0.088	0.500	0.254	0.640
FABP7	GFAP	9606.ENSP00000348931	9606.ENSP00000253408	0	0	0	0	0.165	0	0	0.697	0.736
FABP7	FADS2	9606.ENSP00000348931	9606.ENSP00000278840	0	0	0	0	0.063	0	0	0.408	0.421
FABP7	SOX1	9606.ENSP00000348931	9606.ENSP00000330218	0	0	0	0	0.133	0	0	0.479	0.529
FABP7	OLIG2	9606.ENSP00000348931	9606.ENSP00000331040	0	0	0	0	0.099	0	0	0.612	0.636
FABP7	PLP1	9606.ENSP00000348931	9606.ENSP00000481006	0	0	0	0	0.180	0	0	0.367	0.459
FABP7	OLIG1	9606.ENSP00000348931	9606.ENSP00000371785	0	0	0	0	0.097	0	0	0.431	0.465
FABP7	S100A10	9606.ENSP00000348931	9606.ENSP00000357801	0	0	0	0	0.054	0	0	0.502	0.508
FABP7	MAML3	9606.ENSP00000348931	9606.ENSP00000421180	0	0	0	0	0	0	0.500	0.122	0.542
FABP7	SOX10	9606.ENSP00000348931	9606.ENSP00000380093	0	0	0	0	0.144	0	0	0.518	0.570
FABP7	PTPRZ1	9606.ENSP00000348931	9606.ENSP00000377047	0	0	0	0	0.255	0	0	0.455	0.576
FADS2	MAN2A1	9606.ENSP00000278840	9606.ENSP00000261483	0	0	0	0	0.400	0	0	0	0.400
FADS2	FAXDC2	9606.ENSP00000278840	9606.ENSP00000320604	0.079	0	0	0	0.187	0	0.347	0.179	0.544
FADS2	SCD5	9606.ENSP00000278840	9606.ENSP00000316329	0.042	0	0	0	0.057	0.067	0	0.587	0.606
FADS2	SREBF1	9606.ENSP00000278840	9606.ENSP00000348069	0	0	0	0	0.139	0	0	0.623	0.662
FADS2	SCD	9606.ENSP00000278840	9606.ENSP00000359380	0.042	0	0	0	0.258	0.067	0	0.962	0.971
FAM102A	GAB2	9606.ENSP00000362187	9606.ENSP00000354952	0	0	0	0	0	0	0	0.489	0.489
FAM107B	NEO1	9606.ENSP00000181796	9606.ENSP00000341198	0	0	0	0	0	0.091	0	0.763	0.775
FAM124A	WDFY2	9606.ENSP00000280057	9606.ENSP00000298125	0	0.007	0	0	0.068	0.058	0	0.375	0.403
FAM124A	TMIGD3	9606.ENSP00000280057	9606.ENSP00000358730	0	0	0	0	0	0	0	0.470	0.470
FAM126A	GJC2	9606.ENSP00000403396	9606.ENSP00000355675	0	0	0	0	0	0	0	0.899	0.899
FAM126A	MAG	9606.ENSP00000403396	9606.ENSP00000376048	0	0	0	0	0	0	0	0.401	0.400
FAM126A	PLP1	9606.ENSP00000403396	9606.ENSP00000481006	0	0	0	0	0.049	0	0	0.559	0.562
FAM222A	MEIS1	9606.ENSP00000443292	9606.ENSP00000272369	0	0	0	0	0	0.780	0	0	0.780
FANCL	SLX1A	9606.ENSP00000385021	9606.ENSP00000251303	0	0	0	0	0	0	0.500	0.513	0.746
FANCL	GPRC5B	9606.ENSP00000385021	9606.ENSP00000300571	0	0	0	0	0	0	0	0.625	0.625
FANCL	ZNF608	9606.ENSP00000385021	9606.ENSP00000307746	0	0	0	0	0.044	0	0	0.463	0.465
FAT1	KIRREL1	9606.ENSP00000406229	9606.ENSP00000352138	0	0	0	0	0.192	0	0	0.906	0.921
FAT1	SCD	9606.ENSP00000406229	9606.ENSP00000359380	0	0	0	0	0.099	0	0	0.531	0.559
FAT1	YBX1	9606.ENSP00000406229	9606.ENSP00000361626	0	0	0	0	0.044	0	0	0.409	0.410
FAT1	HOMER3	9606.ENSP00000406229	9606.ENSP00000439937	0	0	0	0	0	0.328	0	0.186	0.430
FAXDC2	TNS1	9606.ENSP00000320604	9606.ENSP00000171887	0	0	0	0	0.393	0	0	0.183	0.483
FAXDC2	RETSAT	9606.ENSP00000320604	9606.ENSP00000295802	0.095	0	0	0	0	0	0	0.418	0.451
FAXDC2	LBR	9606.ENSP00000320604	9606.ENSP00000339883	0	0	0	0	0.135	0.400	0.220	0.227	0.645
FAXDC2	LSS	9606.ENSP00000320604	9606.ENSP00000380837	0	0	0	0	0.244	0.782	0	0.313	0.876
FBXO32	PXDN	9606.ENSP00000428205	9606.ENSP00000252804	0	0	0	0	0.067	0	0	0.403	0.419
FBXO32	SPSB1	9606.ENSP00000428205	9606.ENSP00000330221	0	0	0	0	0.067	0	0	0.476	0.491
FBXO32	RHOG	9606.ENSP00000428205	9606.ENSP00000339467	0	0	0	0	0.086	0	0	0.389	0.417
FBXO32	KLHL24	9606.ENSP00000428205	9606.ENSP00000395012	0	0	0	0	0.182	0.050	0	0.301	0.409
FCER1G	LCP2	9606.ENSP00000289902	9606.ENSP00000046794	0	0	0	0	0.364	0	0.500	0.586	0.857
FCER1G	SPI1	9606.ENSP00000289902	9606.ENSP00000227163	0	0	0	0	0.521	0	0	0.299	0.650
FCER1G	SELPLG	9606.ENSP00000289902	9606.ENSP00000228463	0	0	0	0	0.199	0	0	0.300	0.415
FCER1G	TYROBP	9606.ENSP00000289902	9606.ENSP00000262629	0	0	0	0	0.988	0	0	0.964	0.999
FCER1G	IGSF6	9606.ENSP00000289902	9606.ENSP00000268389	0	0	0	0	0.513	0	0	0.245	0.617
FCER1G	IRF8	9606.ENSP00000289902	9606.ENSP00000268638	0	0	0	0	0.212	0	0	0.290	0.417
FCER1G	LAT2	9606.ENSP00000289902	9606.ENSP00000381492	0	0	0	0	0.235	0	0	0.285	0.430
FCER1G	TBXAS1	9606.ENSP00000289902	9606.ENSP00000389414	0	0	0	0	0.306	0	0	0.220	0.436
FCER1G	INPP5D	9606.ENSP00000289902	9606.ENSP00000405338	0	0	0	0	0.140	0	0	0.378	0.442
FCER1G	IFNGR1	9606.ENSP00000289902	9606.ENSP00000356713	0	0	0	0	0.170	0	0	0.357	0.444
FCER1G	LILRB4	9606.ENSP00000289902	9606.ENSP00000375616	0	0	0	0	0.303	0	0	0.249	0.454
FCER1G	MS4A7	9606.ENSP00000289902	9606.ENSP00000300184	0	0	0	0	0.453	0	0	0.049	0.457
FCER1G	P2RY13	9606.ENSP00000289902	9606.ENSP00000320376	0	0	0	0	0.344	0	0	0.208	0.459
FCER1G	HAVCR2	9606.ENSP00000289902	9606.ENSP00000312002	0	0	0	0	0.260	0	0	0.305	0.464
FCER1G	HLA-DRB1	9606.ENSP00000289902	9606.ENSP00000353099	0	0	0	0	0.157	0	0	0.399	0.472
FCER1G	FYB1	9606.ENSP00000289902	9606.ENSP00000493623	0	0	0	0	0.336	0	0	0.269	0.493
FCER1G	LST1	9606.ENSP00000289902	9606.ENSP00000365261	0	0	0	0	0.518	0	0	0	0.518
FCER1G	PTAFR	9606.ENSP00000289902	9606.ENSP00000442658	0	0	0	0	0.305	0	0	0.339	0.521
FCER1G	GAB2	9606.ENSP00000289902	9606.ENSP00000354952	0	0	0	0	0.056	0	0	0.576	0.582
FCER1G	PDPN	9606.ENSP00000289902	9606.ENSP00000294489	0	0	0	0	0.113	0	0	0.551	0.584
FCER1G	HCLS1	9606.ENSP00000289902	9606.ENSP00000320176	0	0	0	0	0.356	0	0	0.392	0.592
FCER1G	LAPTM5	9606.ENSP00000289902	9606.ENSP00000294507	0	0	0	0	0.462	0	0	0.323	0.620
FCER1G	MYO1F	9606.ENSP00000289902	9606.ENSP00000494550	0	0	0	0	0.440	0	0	0.374	0.635
FCER1G	HLA-DRA	9606.ENSP00000289902	9606.ENSP00000378786	0	0	0	0	0.352	0	0	0.509	0.668
FCER1G	PTPRC	9606.ENSP00000289902	9606.ENSP00000411355	0	0	0	0	0.337	0	0	0.601	0.724
FCER1G	ITGAX	9606.ENSP00000289902	9606.ENSP00000454623	0	0	0	0	0.369	0.043	0	0.621	0.751
FCER1G	ITGAM	9606.ENSP00000289902	9606.ENSP00000496959	0	0	0	0	0.423	0.043	0	0.637	0.782
FCER1G	PTPN6	9606.ENSP00000289902	9606.ENSP00000391592	0	0	0	0	0.206	0	0.500	0.508	0.788
FCER1G	ITGB2	9606.ENSP00000289902	9606.ENSP00000380948	0	0	0	0	0.562	0	0	0.653	0.841
FCER1G	FCGR1A	9606.ENSP00000289902	9606.ENSP00000358165	0	0	0	0	0.330	0.345	0	0.970	0.985
FCER1G	TREM2	9606.ENSP00000289902	9606.ENSP00000362205	0	0	0	0	0.186	0	0	0.990	0.991
FCER1G	FCGR3A	9606.ENSP00000289902	9606.ENSP00000356946	0	0	0	0	0.403	0	0.900	0.997	0.999
FCER1G	SYK	9606.ENSP00000289902	9606.ENSP00000364898	0	0	0	0	0.177	0.954	0.900	0.998	0.999
FCGR1A	LCP2	9606.ENSP00000358165	9606.ENSP00000046794	0	0	0	0	0.174	0.287	0	0.203	0.489
FCGR1A	SPI1	9606.ENSP00000358165	9606.ENSP00000227163	0	0	0	0	0.266	0.044	0.900	0.368	0.949
FCGR1A	TYROBP	9606.ENSP00000358165	9606.ENSP00000262629	0	0	0	0	0.369	0.045	0	0.552	0.706
FCGR1A	IRF8	9606.ENSP00000358165	9606.ENSP00000268638	0	0	0	0	0.138	0	0	0.446	0.502
FCGR1A	NCKAP1L	9606.ENSP00000358165	9606.ENSP00000293373	0	0	0	0	0.148	0	0	0.382	0.452
FCGR1A	HAVCR2	9606.ENSP00000358165	9606.ENSP00000312002	0	0	0	0	0.085	0.126	0	0.325	0.413
FCGR1A	PDGFA	9606.ENSP00000358165	9606.ENSP00000346508	0	0	0	0	0	0.126	0	0.450	0.498
FCGR1A	FCGR3A	9606.ENSP00000358165	9606.ENSP00000356946	0	0	0	0.772	0.378	0.393	0.400	0.959	0.989
FCGR1A	MOG	9606.ENSP00000358165	9606.ENSP00000366091	0	0	0	0	0.098	0	0	0.364	0.401
FCGR1A	MYO9B	9606.ENSP00000358165	9606.ENSP00000471457	0	0	0	0	0	0.047	0.400	0	0.403
FCGR1A	HLA-DRA	9606.ENSP00000358165	9606.ENSP00000378786	0	0	0	0	0.120	0.267	0	0.231	0.460
FCGR1A	LILRB4	9606.ENSP00000358165	9606.ENSP00000375616	0	0	0	0	0.152	0	0	0.510	0.566
FCGR1A	PTPN6	9606.ENSP00000358165	9606.ENSP00000391592	0	0	0	0	0.099	0	0	0.552	0.579
FCGR1A	ITGB2	9606.ENSP00000358165	9606.ENSP00000380948	0	0	0	0	0.225	0	0	0.578	0.659
FCGR1A	TREM2	9606.ENSP00000358165	9606.ENSP00000362205	0	0	0	0	0.235	0	0	0.638	0.711
FCGR1A	PTPRC	9606.ENSP00000358165	9606.ENSP00000411355	0	0	0	0	0.187	0	0	0.771	0.805
FCGR1A	ITGAX	9606.ENSP00000358165	9606.ENSP00000454623	0	0	0	0	0.138	0.071	0	0.789	0.816
FCGR1A	ITGAM	9606.ENSP00000358165	9606.ENSP00000496959	0	0	0	0	0.212	0.071	0	0.812	0.851
FCGR1A	SYK	9606.ENSP00000358165	9606.ENSP00000364898	0	0	0	0	0.088	0.438	0.900	0.759	0.986
FCGR3A	LCP2	9606.ENSP00000356946	9606.ENSP00000046794	0	0	0	0	0.287	0	0	0.323	0.496
FCGR3A	TGFB1	9606.ENSP00000356946	9606.ENSP00000221930	0	0	0	0	0.100	0	0	0.531	0.560
FCGR3A	SPI1	9606.ENSP00000356946	9606.ENSP00000227163	0	0	0	0	0.338	0	0	0.437	0.611
FCGR3A	SELPLG	9606.ENSP00000356946	9606.ENSP00000228463	0	0	0	0	0.214	0	0	0.447	0.547
FCGR3A	PXDN	9606.ENSP00000356946	9606.ENSP00000252804	0	0	0	0	0.067	0	0	0.563	0.575
FCGR3A	TYROBP	9606.ENSP00000356946	9606.ENSP00000262629	0	0	0	0	0.788	0	0	0.955	0.990
FCGR3A	IGSF6	9606.ENSP00000356946	9606.ENSP00000268389	0	0	0	0	0.358	0	0	0.119	0.410
FCGR3A	IRF8	9606.ENSP00000356946	9606.ENSP00000268638	0	0	0	0	0.232	0	0	0.452	0.561
FCGR3A	NCKAP1L	9606.ENSP00000356946	9606.ENSP00000293373	0	0	0	0	0.173	0	0.500	0	0.568
FCGR3A	PDPN	9606.ENSP00000356946	9606.ENSP00000294489	0	0	0	0	0.086	0	0	0.372	0.401
FCGR3A	P2RY12	9606.ENSP00000356946	9606.ENSP00000307259	0	0	0	0	0.169	0	0	0.325	0.415
FCGR3A	HAVCR2	9606.ENSP00000356946	9606.ENSP00000312002	0	0	0	0	0.125	0.176	0	0.622	0.703
FCGR3A	P2RY13	9606.ENSP00000356946	9606.ENSP00000320376	0	0	0	0	0.334	0	0	0.161	0.418
FCGR3A	SIGLEC8	9606.ENSP00000356946	9606.ENSP00000321077	0	0	0	0	0.069	0	0	0.629	0.640
FCGR3A	LAMP1	9606.ENSP00000356946	9606.ENSP00000333298	0	0	0	0	0.097	0	0	0.734	0.750
FCGR3A	NLRP3	9606.ENSP00000356946	9606.ENSP00000337383	0	0	0	0	0.201	0	0	0.394	0.495
FCGR3A	ICOSLG	9606.ENSP00000356946	9606.ENSP00000339477	0	0	0	0	0.060	0	0	0.392	0.404
FCGR3A	SIGLEC10	9606.ENSP00000356946	9606.ENSP00000345243	0	0	0	0	0.108	0	0	0.504	0.538
FCGR3A	HLA-DRB1	9606.ENSP00000356946	9606.ENSP00000353099	0	0	0	0	0.229	0	0	0.378	0.500
FCGR3A	IFNGR1	9606.ENSP00000356946	9606.ENSP00000356713	0	0	0	0	0.163	0	0	0.360	0.441
FCGR3A	MYO9B	9606.ENSP00000356946	9606.ENSP00000471457	0	0	0	0	0.047	0	0.400	0	0.403
FCGR3A	IRF5	9606.ENSP00000356946	9606.ENSP00000418037	0	0	0	0	0.126	0	0	0.348	0.406
FCGR3A	HLA-DMB	9606.ENSP00000356946	9606.ENSP00000398890	0	0	0	0	0.341	0	0	0.151	0.417
FCGR3A	LOC102723996	9606.ENSP00000356946	9606.ENSP00000485129	0	0	0	0	0.060	0	0	0.411	0.422
FCGR3A	LST1	9606.ENSP00000356946	9606.ENSP00000365261	0	0	0	0	0.427	0	0	0.055	0.436
FCGR3A	MOG	9606.ENSP00000356946	9606.ENSP00000366091	0	0	0	0	0.060	0	0	0.436	0.447
FCGR3A	LILRB4	9606.ENSP00000356946	9606.ENSP00000375616	0	0	0	0	0.175	0	0	0.394	0.479
FCGR3A	HLA-DRA	9606.ENSP00000356946	9606.ENSP00000378786	0	0	0	0	0.333	0	0	0.301	0.514
FCGR3A	TREM2	9606.ENSP00000356946	9606.ENSP00000362205	0	0	0	0	0.256	0	0	0.436	0.563
FCGR3A	ITGB2	9606.ENSP00000356946	9606.ENSP00000380948	0	0	0	0	0.368	0	0	0.663	0.777
FCGR3A	ITGAX	9606.ENSP00000356946	9606.ENSP00000454623	0	0	0	0	0.258	0	0	0.881	0.907
FCGR3A	PTPRC	9606.ENSP00000356946	9606.ENSP00000411355	0	0	0	0	0.269	0	0	0.887	0.913
FCGR3A	ITGAM	9606.ENSP00000356946	9606.ENSP00000496959	0	0	0	0	0.376	0	0	0.921	0.948
FCGR3A	SYK	9606.ENSP00000356946	9606.ENSP00000364898	0	0	0	0	0.183	0.292	0.900	0.841	0.989
FGFR2	TGFB1	9606.ENSP00000410294	9606.ENSP00000221930	0	0	0	0	0	0.063	0	0.622	0.631
FGFR2	PDGFRA	9606.ENSP00000410294	9606.ENSP00000257290	0	0	0	0.700	0.042	0.090	0	0.504	0.529
FGFR2	TIMP2	9606.ENSP00000410294	9606.ENSP00000262768	0	0	0	0	0	0	0	0.443	0.443
FGFR2	GAB1	9606.ENSP00000410294	9606.ENSP00000262995	0	0	0	0	0.044	0.058	0.900	0.203	0.918
FGFR2	SNX22	9606.ENSP00000410294	9606.ENSP00000323435	0	0	0	0	0	0.621	0	0	0.621
FGFR2	SHC4	9606.ENSP00000410294	9606.ENSP00000329668	0	0	0	0	0.055	0.105	0.900	0.119	0.915
FGFR2	PDGFB	9606.ENSP00000410294	9606.ENSP00000330382	0	0	0	0	0.057	0	0.650	0.358	0.769
FGFR2	PDGFA	9606.ENSP00000410294	9606.ENSP00000346508	0	0	0	0	0.042	0	0.650	0.395	0.779
FGFR2	LSP1	9606.ENSP00000410294	9606.ENSP00000371194	0	0	0	0	0	0	0	0.594	0.594
FGFR2	PTPN6	9606.ENSP00000410294	9606.ENSP00000391592	0	0	0	0	0.060	0.402	0	0.117	0.460
FGFR2	TGFA	9606.ENSP00000410294	9606.ENSP00000404131	0	0	0	0	0	0	0.650	0.374	0.771
FGFR2	PLP1	9606.ENSP00000410294	9606.ENSP00000481006	0	0	0	0	0.118	0	0	0.399	0.447
FGFR2	TGFBR1	9606.ENSP00000410294	9606.ENSP00000447297	0	0	0	0.570	0.058	0.074	0	0.464	0.491
FHOD1	GFAP	9606.ENSP00000258201	9606.ENSP00000253408	0	0	0	0	0	0	0	0.439	0.439
FHOD1	SUN2	9606.ENSP00000258201	9606.ENSP00000385616	0	0	0	0	0.060	0	0	0.464	0.475
FHOD1	FMNL3	9606.ENSP00000258201	9606.ENSP00000335655	0	0	0	0.557	0.118	0	0	0.483	0.525
FHOD1	RHOG	9606.ENSP00000258201	9606.ENSP00000339467	0	0	0	0	0.075	0.071	0	0.512	0.544
